index;season_no;episode_no;episode_name;Character;Text
422;1;1;A Grain of Truth;Ciri;It's been two days.
423;1;1;A Grain of Truth;Mousesack;For you and everyone else in the castle.
424;1;1;A Grain of Truth;Mousesack;The King and Queen ordered us to remain here,
425;1;1;A Grain of Truth;Mousesack;and that's what we shall do.
426;1;1;A Grain of Truth;Ciri;And why are you not there?
427;1;1;A Grain of Truth;Ciri;Wherever they are.
428;1;1;A Grain of Truth;Lazlo;My duty is to protect you.
429;1;1;A Grain of Truth;Ciri;You're resentful of that burden.
430;1;1;A Grain of Truth;Lazlo;It's the greatest honor of my life.
431;1;1;A Grain of Truth;Ciri;[scoffs] You are both incredibly boring.
432;1;1;A Grain of Truth;;[sighs]
433;1;1;A Grain of Truth;Mousesack;Many, many years ago,
434;1;1;A Grain of Truth;Mousesack;sorcerers were known to lock little girls in towers.
